file_id,archive,source_path,bytes,sha256,availability,disposition,canonical_path,canonical_sha256,reason,duplicate_of,transform,original_archive,original_archive_member
117c170f9f90208254d974011820fbc00e32d74f55997001e0d31ef81921a5ab,BIE_BI_DOCINT_E2E_001.zip,docs/SPEC.md,137,156c827845c6a57cb4f255ef4121a2d4f9a0a1d09d1873aad3dafa18e30bc857,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,batches/BIE_BI_DOCINT_E2E_001/docs/SPEC.md,156c827845c6a57cb4f255ef4121a2d4f9a0a1d09d1873aad3dafa18e30bc857,Immutable historical evidence; no production integration claimed,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_001.zip
6bf50d7c3f8ca730f9533e719e706e04319b9099593d6af4f36bd6eb172f922c,BIE_BI_DOCINT_E2E_001.zip,tests/test_document_pipeline.py,476,f6404e50e499ac78745b75a5c0aae6f014aa6418b1e4e7b9f6cc56119b97b23d,AVAILABLE_VERIFIED,MIGRATED,tests/imported/BIE_BI_DOCINT_E2E_001/tests/test_document_pipeline.py,a648a35531e0b22c01fb0191ca4317633044ee2e0eeb3c7bc2f05b7f23e79a65,Consolidated working regression test; original assertion bytes remain in snapshot,,documented_working_test_and_import_normalization,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_001.zip
82eaf4de1d71b5763f1eae56201c1fdac718073c57e0642458abae868827ffad,BIE_BI_DOCINT_E2E_001.zip,tests/__pycache__/test_document_pipeline.cpython-313.pyc,2043,15d6d1b8162e7ffcaef99b04a51b305c35254e8c9bbd5e8f1c611e7987584bd7,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,,,Interpreter cache retained inside its original archive; never used as production source,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_001.zip
2b15270ad6b232daa8a56c7bcf6a29d1b872db6faaa9a24f72e609ef3b25eaae,BIE_BI_DOCINT_E2E_001.zip,app/bie/book_intelligence/document_pipeline.py,431,4fe77cd3f99bd652af9c69745004b4e3386975a1ba40e45c95391f89f63b88be,AVAILABLE_VERIFIED,MIGRATED,bie/document_intelligence/document_pipeline.py,4fe77cd3f99bd652af9c69745004b4e3386975a1ba40e45c95391f89f63b88be,Integrated canonical source; prior documented working corrections retained,,path_only,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_001.zip
e871620037835306434e73747c1161527aa490b3d5e7d25118d34188e8d24c96,BIE_BI_DOCINT_E2E_001.zip,app/bie/book_intelligence/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,AVAILABLE_VERIFIED,DUPLICATE_WITH_PROVENANCE,bie/document_intelligence/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Byte-identical source at the same canonical destination,8464189a1ce5784863af5705f7a3ece4247664cb288375d4464e4360d451ff02,path_only,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_001.zip
8fff7d7feece75255b6a013ad0d27641f46e4473e888e6c73341dcb2e67c65cd,BIE_BI_DOCINT_E2E_001.zip,app/bie/book_intelligence/__pycache__/document_pipeline.cpython-313.pyc,1212,4a5d1734b6e6d4c0e9b26128e680ae04733e8d06f87c5f8ddd83bfabb8a9a62c,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,,,Interpreter cache retained inside its original archive; never used as production source,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_001.zip
a47434b5de527db45ca36b054c50b0d416b88529ba14051d4ac15a8a2290331b,BIE_BI_DOCINT_E2E_001.zip,app/bie/book_intelligence/__pycache__/__init__.cpython-313.pyc,166,02883420bc2d502f725f4d3915279e23651d5ef24ef9f6ce55ba467cb5bca40f,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,,,Interpreter cache retained inside its original archive; never used as production source,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_001.zip
0107a43f04de2f5faf0490d248d453d619dfb32c82e433952b019df597826db4,BIE_BI_DOCINT_E2E_002.zip,TASK_RESULT.json,161,86e473aae907923f3efb459d9319b11c1e2827cf83ec1d1837c69ad2f470e661,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,batches/BIE_BI_DOCINT_E2E_002/TASK_RESULT.json,86e473aae907923f3efb459d9319b11c1e2827cf83ec1d1837c69ad2f470e661,Immutable historical evidence; no production integration claimed,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_002.zip
976075d1c93e3055583c8c447a382eda7289e20b18d4da6dac27f5120d325447,BIE_BI_DOCINT_E2E_002.zip,TEST_RESULT.txt,1174,73969126e46277e6fdd70200bec6853653b74425eb11cb90b43a83d9a0075296,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,batches/BIE_BI_DOCINT_E2E_002/TEST_RESULT.txt,73969126e46277e6fdd70200bec6853653b74425eb11cb90b43a83d9a0075296,Immutable historical evidence; no production integration claimed,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_002.zip
052d92ee50660984e11f7a929a3d5a42a2889d5680a22dec33babfd1454cbb85,BIE_BI_DOCINT_E2E_002.zip,docs/SPEC.md,138,cb43f65e520bb41f244119128511457650dc2d6da0a57c7b876944cb923011fa,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,batches/BIE_BI_DOCINT_E2E_002/docs/SPEC.md,cb43f65e520bb41f244119128511457650dc2d6da0a57c7b876944cb923011fa,Immutable historical evidence; no production integration claimed,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_002.zip
84585ba580a6f066be76f2471253f34d5bc21e9a3102a72a168da5bb0c3d5fbb,BIE_BI_DOCINT_E2E_002.zip,tests/test_real_pdf_contract.py,389,2637a10f2f0b5beb8c5ea63ee279a72a70e65f869077933895a2b1187c8f07ba,AVAILABLE_VERIFIED,MIGRATED,tests/imported/BIE_BI_DOCINT_E2E_002/tests/test_real_pdf_contract.py,3e275b0f407310d8663c9cc09c041a2cd328c4ab5735db5ebb0f0fdf98897e72,Consolidated working regression test; original assertion bytes remain in snapshot,,documented_working_test_and_import_normalization,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_002.zip
ad46a9beac74aa35becf0b4458ac33c9bd67244f6cf0c25740f32f7a0f7af382,BIE_BI_DOCINT_E2E_002.zip,tests/__pycache__/test_real_pdf_contract.cpython-313.pyc,1370,4f8215526532c1052e40875e3be3f087054de2229fafefbe945d29239dd55903,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,,,Interpreter cache retained inside its original archive; never used as production source,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_002.zip
b76b478b18ab0688e8aa4a0ad9fe889fd678b2f87b05a5a9536e9463c0dc2089,BIE_BI_DOCINT_E2E_002.zip,app/bie/book_intelligence/real_pdf_contract.py,308,6ed94aba3e39cee1881d4d86df098434ebd9de2255b2f18ee1e7b0cb19ca37ab,AVAILABLE_VERIFIED,MIGRATED,bie/document_intelligence/real_pdf_contract.py,6ed94aba3e39cee1881d4d86df098434ebd9de2255b2f18ee1e7b0cb19ca37ab,Integrated canonical source; prior documented working corrections retained,,path_only,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_002.zip
b0dd00e3ea0945b2522829e5163a9984291db5012be79a67aec34f9c6937b763,BIE_BI_DOCINT_E2E_002.zip,app/bie/book_intelligence/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,AVAILABLE_VERIFIED,DUPLICATE_WITH_PROVENANCE,bie/document_intelligence/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Byte-identical source at the same canonical destination,8464189a1ce5784863af5705f7a3ece4247664cb288375d4464e4360d451ff02,path_only,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_002.zip
d77ccfb6a668794dfadd263eea45cdedee492111bf9892a3e0f988c182e2d255,BIE_BI_DOCINT_E2E_002.zip,app/bie/book_intelligence/__pycache__/real_pdf_contract.cpython-313.pyc,1038,95f86ef461e430e583db07ecb7d5d56785c4b13b2eb21caea9227e6f96065c03,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,,,Interpreter cache retained inside its original archive; never used as production source,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_002.zip
d64c71c61478f324fd93b24e45b81a46c26b0c68cfb3d65e2934ef85e908822c,BIE_BI_DOCINT_E2E_002.zip,app/bie/book_intelligence/__pycache__/__init__.cpython-313.pyc,166,df9c1e53c0e47eb6f56e838e009457d80fdbd6d2bd9e5e17571d9c036e4db9c3,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,,,Interpreter cache retained inside its original archive; never used as production source,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_002.zip
69f415ca45d2d307269c53b02edcb04b11b9d5acf13a4abcfba4e6df8d6509da,BIE_BI_DOCINT_E2E_003.zip,TASK_RESULT.json,163,d43a116949db28bceb65953592676714fd8d515528eaa167b98baf836fee1e1f,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,batches/BIE_BI_DOCINT_E2E_003/TASK_RESULT.json,d43a116949db28bceb65953592676714fd8d515528eaa167b98baf836fee1e1f,Immutable historical evidence; no production integration claimed,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_003.zip
866d0db0dc7b0345addbdc2ec419f355a67aeb52c7942b30466d53a8550c56d5,BIE_BI_DOCINT_E2E_003.zip,TEST_RESULT.txt,1174,73969126e46277e6fdd70200bec6853653b74425eb11cb90b43a83d9a0075296,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,batches/BIE_BI_DOCINT_E2E_003/TEST_RESULT.txt,73969126e46277e6fdd70200bec6853653b74425eb11cb90b43a83d9a0075296,Immutable historical evidence; no production integration claimed,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_003.zip
32a06db082729b59d52046ce0f24d5db300ba98540133d348ba55863a387d77f,BIE_BI_DOCINT_E2E_003.zip,docs/SPEC.md,142,9dd4b64f3c6a34a8b144cfe3d6f30ac78499a65d22d31b05b9b33e2778d75c28,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,batches/BIE_BI_DOCINT_E2E_003/docs/SPEC.md,9dd4b64f3c6a34a8b144cfe3d6f30ac78499a65d22d31b05b9b33e2778d75c28,Immutable historical evidence; no production integration claimed,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_003.zip
5ee8d115d40d3563a819db2de738e3538b9c4680155d02f8a91c273a228d16d6,BIE_BI_DOCINT_E2E_003.zip,tests/test_mixed_page_arbitration.py,391,b0943d4845a2a56a272a577598a718592e32b21d6407fa8f1bae9c5e2cf6a752,AVAILABLE_VERIFIED,MIGRATED,tests/imported/BIE_BI_DOCINT_E2E_003/tests/test_mixed_page_arbitration.py,676d3323fd4a0ffe983a81acb3c8b239a32895d1ab43955d880c056a9144ac3c,Consolidated working regression test; original assertion bytes remain in snapshot,,documented_working_test_and_import_normalization,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_003.zip
f9495c140988ffa159d6e444578e48dde20b8bfeaabf54d00cfdc17ecc7416d2,BIE_BI_DOCINT_E2E_003.zip,tests/__pycache__/test_mixed_page_arbitration.cpython-313.pyc,1322,0700c7ba7835d00edd8e550013cebc373fa5c42a4e2d42867b15986761ec4e12,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,,,Interpreter cache retained inside its original archive; never used as production source,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_003.zip
21c17e4c657ebdfe92e107a7ccad49e36c30886417ea853d802ff1eb51ad591b,BIE_BI_DOCINT_E2E_003.zip,app/bie/book_intelligence/mixed_page_arbitration.py,317,bb32574ce4dbc236648c69f30e6f980b065e3b566afbe2d74e06e42b84a2cd33,AVAILABLE_VERIFIED,MIGRATED,bie/document_intelligence/mixed_page_arbitration.py,bb32574ce4dbc236648c69f30e6f980b065e3b566afbe2d74e06e42b84a2cd33,Integrated canonical source; prior documented working corrections retained,,path_only,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_003.zip
5754af5e9581cc5c8bde097f4c7b0476b26d3e1ffa255beb77d3eeee9444cd17,BIE_BI_DOCINT_E2E_003.zip,app/bie/book_intelligence/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,AVAILABLE_VERIFIED,DUPLICATE_WITH_PROVENANCE,bie/document_intelligence/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Byte-identical source at the same canonical destination,8464189a1ce5784863af5705f7a3ece4247664cb288375d4464e4360d451ff02,path_only,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_003.zip
e1dc6b9d4c2452c416878247900f9b57c67b5f72c33733cc1470c28c6bbfcc3e,BIE_BI_DOCINT_E2E_003.zip,app/bie/book_intelligence/__pycache__/mixed_page_arbitration.cpython-313.pyc,845,356aaec5bfaec76ed0a4bd820e0ddc1643f4ebbce55c322efc6230f1eda05432,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,,,Interpreter cache retained inside its original archive; never used as production source,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_003.zip
eca2c2b0d5f207ebb42c29efad581d82ba7c4ae69fac54197d262e5c9e8f7681,BIE_BI_DOCINT_E2E_003.zip,app/bie/book_intelligence/__pycache__/__init__.cpython-313.pyc,166,5015638c2cd35485d3d9a611a906f0e3b0e4a8845f77aefd602fea276fa5c710,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,,,Interpreter cache retained inside its original archive; never used as production source,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_E2E_003.zip
85e79ecacd4673cb9a9076bfdc4e247dba3c7ccb1b1565ed7d36f418eeaea955,BIE_BI_DOCINT_LOSS_002.zip,TASK_RESULT.json,164,918237b9a795e0842a80b5219e04675b47ae69eab903607b0fbdcfb9624b973b,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,batches/BIE_BI_DOCINT_LOSS_002/TASK_RESULT.json,918237b9a795e0842a80b5219e04675b47ae69eab903607b0fbdcfb9624b973b,Immutable historical evidence; no production integration claimed,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_BI_DOCINT_LOSS_002.zip
